회사명,거래소코드,회계년도,장기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),유동성장기차입금(IFRS)(천원),자산(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),유동성장기차입금(IFRS연결)(천원),자산(*)(IFRS연결)(천원)
(주)국동,005320,2012/12,0,27883342,0,35813125,3349103,35508504,0,65808287
(주)국동,005320,2013/12,0,28289471,0,40194919,2680065,35225223,0,73040609
(주)국동,005320,2014/12,0,26779956,0,53392996,4982487,31716237,0,89271398
(주)국동,005320,2015/12,0,22013407,0,66242141,5536937,23738474,0,93758552
(주)국동,005320,2016/12,0,16178350,0,86116813,3885476,23244912,0,124126720
(주)국동,005320,2017/12,0,13454523,0,75154254,5584962,20421203,0,106307080
(주)국동,005320,2018/12,0,15129747,0,80727956,4762632,25075767,0,123134702
(주)국동,005320,2019/12,0,12119756,0,96856085,4484958,22031864,0,133723726
(주)국보,001140,2010/12,2210539,24079904,3387608,95419542,2210539,24079904,3387608,96639836
(주)국보,001140,2011/12,2731635,22593152,1688806,97415381,2731635,22593152,1688806,98869465
(주)국보,001140,2012/12,2835446,27131585,1840036,93953021,2835446,27541585,1840036,98494841
(주)국보,001140,2013/12,4832876,27251068,575263,94915572,4832876,27711068,575263,98315386
(주)국보,001140,2014/12,4802814,26480274,746898,87597909,4802814,27190274,746898,91005502
(주)국보,001140,2015/12,3599269,24803457,1202863,80158667,3599269,25563457,1202863,83085438
(주)국보,001140,2016/12,2927219,24350389,1202623,77487791,2927219,25150389,1202623,81308887
(주)국보,001140,2017/12,3532843,21515377,2086060,69819240,3532843,22315377,2086060,73270170
(주)국보,001140,2018/12,737525,10298735,910747,45599283,737525,11098735,910747,48188113
(주)국보,001140,2019/12,34197,3510000,703328,57467353,907586,22201022,5196220,115356448
(주)국보디자인,066620,2010/12,0,1673158,0,74399995,0,1673158,0,78614659
(주)국보디자인,066620,2011/12,0,402226,0,79203327,0,568523,0,80200900
(주)국보디자인,066620,2012/12,0,0,0,92873298,0,0,0,92877548
(주)국보디자인,066620,2013/12,0,3371372,0,121964092,0,3371372,0,127902185
(주)국보디자인,066620,2014/12,0,0,0,125685773,0,0,0,132011877
(주)국보디자인,066620,2015/12,0,1881000,0,129037954,0,1881000,0,141089858
(주)국보디자인,066620,2016/12,0,0,0,150830570,0,0,0,158452485
(주)국보디자인,066620,2017/12,0,0,0,158317679,0,0,0,164381715
(주)국보디자인,066620,2018/12,0,0,0,161750972,0,0,0,175036784
(주)국보디자인,066620,2019/12,0,0,0,197762410,0,0,0,222514980
(주)국순당,043650,2010/12,0,0,0,194683009,325000,0,900000,200862986
(주)국순당,043650,2011/12,0,0,0,193849294,525000,200000,100000,199135153
(주)국순당,043650,2012/12,0,0,0,203489729,700000,200000,300000,209729554
(주)국순당,043650,2013/12,0,0,0,203199593,4190000,0,300000,218115221
(주)국순당,043650,2014/12,0,0,0,205782935,220000,0,690000,217479839
(주)국순당,043650,2015/12,0,0,0,203528460,660000,0,0,216587928
(주)국순당,043650,2016/12,0,0,0,200077411,0,300000,660000,213004831
(주)국순당,043650,2017/12,0,0,0,208832133,640000,520000,0,242199755
(주)국순당,043650,2018/12,0,0,0,221229658,700000,490000,440000,238619493
(주)국순당,043650,2019/12,0,0,0,210006510,3161700,10536089,150000,252484287
(주)국영지앤엠,006050,2010/12,0,0,0,46688416,,,,
(주)국영지앤엠,006050,2011/12,10759404,210156,0,61022765,,,,
(주)국영지앤엠,006050,2012/12,3000000,0,0,60197670,,,,
(주)국영지앤엠,006050,2013/12,3000000,293486,0,63108054,,,,
(주)국영지앤엠,006050,2014/12,3000000,0,0,58995756,,,,
(주)국영지앤엠,006050,2015/12,2000000,950000,0,63713392,,,,
(주)국영지앤엠,006050,2016/12,3250000,0,0,65670915,,,,
(주)국영지앤엠,006050,2017/12,2250000,0,500000,66101002,,,,
(주)국영지앤엠,006050,2018/12,0,0,850000,60335138,,,,
(주)국영지앤엠,006050,2019/12,1804780,1500000,236520,68657302,,,,
(주)국전약품,307750,2018/12,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,
(주)그래디언트,035080,2010/12,0,0,0,369457946,5000000,3574744,0,538992671
(주)그래디언트,035080,2011/12,66000000,85000000,0,521750143,99000000,112373992,0,777653618
(주)그래디언트,035080,2012/12,23100000,17100000,0,482181596,64400000,60949255,1700000,739985481
(주)그래디언트,035080,2013/12,9900000,30900000,0,473264178,49257653,62165153,2000000,1598503940
(주)그래디언트,035080,2014/12,0,7500000,0,455860309,36809009,18476848,2500000,1920350951
(주)그래디언트,035080,2015/12,0,16363425,0,475792856,33800000,30930103,3000000,2106702049
(주)그래디언트,035080,2016/12,0,10350523,0,404583242,3250000,21030359,34550000,2073537018
(주)그래디언트,035080,2017/12,0,9748094,0,344022749,2250000,56006779,1000000,1804533355
(주)그래디언트,035080,2018/12,0,9221930,0,339457297,528894,68304203,2250000,1809664488
(주)그래디언트,035080,2019/12,0,11037377,0,336145750,905454,63017377,1648684,1780051911
(주)그리티,204020,2018/12,0,0,0,86557287,0,6339881,0,95755030
(주)그리티,204020,2019/12,0,0,0,86803901,0,1441926,0,92151596
(주)그린플러스,186230,2019/12,4705000,5321224,5000000,56587945,13705000,8533305,5000000,72321985
(주)글로벌스탠다드테크놀로지,083450,2010/12,0,0,0,35828932,500000,200000,0,37146097
(주)글로벌스탠다드테크놀로지,083450,2011/12,0,2500000,0,49714791,416665,2700000,0,52575255
(주)글로벌스탠다드테크놀로지,083450,2012/12,0,2500000,0,49050552,249999,2700000,0,53824618
(주)글로벌스탠다드테크놀로지,083450,2013/12,0,2500000,0,57053266,1583333,2700000,0,62626777
(주)글로벌스탠다드테크놀로지,083450,2014/12,0,2500000,0,63317853,1200000,2500000,0,69972237
(주)글로벌스탠다드테크놀로지,083450,2015/12,0,2500000,0,60770711,1200000,2500000,0,69691968
(주)글로벌스탠다드테크놀로지,083450,2016/12,0,2500000,0,78440684,1000000,3500000,0,89405841
(주)글로벌스탠다드테크놀로지,083450,2017/12,0,2000000,0,88966307,1000000,3000000,0,102400669
(주)글로벌스탠다드테크놀로지,083450,2018/12,0,2000000,0,87524011,0,5280904,0,105027408
(주)글로벌스탠다드테크놀로지,083450,2019/12,0,2000000,0,120984040,1500000,4365000,0,136751562
(주)금양,001570,2010/12,0,35221461,5000000,104994772,0,36946461,5000000,109120107
(주)금양,001570,2011/12,2000000,51677655,0,124086392,2000000,53502755,0,130817841
(주)금양,001570,2012/12,8558732,48929359,1941268,127197484,8558732,50907483,1941268,127557393
(주)금양,001570,2013/12,11828361,63436905,4719192,142485295,11828361,65506653,4719192,147115126
(주)금양,001570,2014/12,15164523,50083705,3239948,145135554,15164523,51634498,3239948,160244911
(주)금양,001570,2015/12,2752913,56988406,18790688,157467543,2752913,58310947,16297256,165405931
(주)금양,001570,2016/12,5790360,65490915,4169708,174953809,5790360,65490915,4169708,178901902
(주)금양,001570,2017/12,996900,54794228,1518400,167120998,996900,56289092,1518400,196084032
(주)금양,001570,2018/12,616900,57054776,380000,155507052,616900,57263955,380000,204777156
(주)금양,001570,2019/12,2537190,56347848,1462810,171931897,2537190,56679328,1462810,224222540
(주)금호에이치티,214330,2015/12,2100000,13130025,0,109367040,3272419,17005154,4472420,123875646
(주)금호에이치티,214330,2016/12,19750000,12992025,4750000,151786975,19750000,18189825,5951905,156606980
(주)금호에이치티,214330,2017/12,12500000,12772775,5250000,146407321,12500000,17437767,5250000,150164495
(주)금호에이치티,214330,2018/12,22000000,12932950,4250000,230268876,22000000,19443350,4250000,238380056
(주)금호에이치티,214330,2019/12,16000000,25000000,5500000,314666069,16000000,31629600,5500000,322078193
(주)금화피에스시,036190,2010/12,0,0,0,82508879,,,,
(주)금화피에스시,036190,2011/12,0,0,0,94174014,,,,
(주)금화피에스시,036190,2012/12,0,0,0,105483370,,,,
(주)금화피에스시,036190,2013/12,0,0,0,135180701,0,0,0,142932108
(주)금화피에스시,036190,2014/12,0,0,0,146360964,0,0,0,158057524
(주)금화피에스시,036190,2015/12,0,0,0,175086217,2264000,36000,0,189001800
(주)금화피에스시,036190,2016/12,0,0,0,197557790,2635000,300000,0,215036137
(주)금화피에스시,036190,2017/12,0,0,0,216252318,2935000,0,0,231639148
(주)금화피에스시,036190,2018/12,0,0,0,242310750,2399000,3000000,0,262516457
(주)금화피에스시,036190,2019/12,0,0,0,255149491,247500,4424795,0,281692946
(주)기가레인,049080,2013/12,16074800,18724770,1875000,122926340,16480186,18724770,1875000,122523850
(주)기가레인,049080,2014/12,21333800,15700000,2375000,133237615,21746498,15700000,2375000,131923500
(주)기가레인,049080,2015/12,18853647,27904000,10327422,148551434,19274076,30184810,10327422,151757532
(주)기가레인,049080,2016/12,24443640,26549800,5210007,152639799,24443640,27764735,5210007,155732003
(주)기가레인,049080,2017/12,13015860,26649800,11272920,179756049,13015860,27150752,11272920,181628353
(주)기가레인,049080,2018/12,8621072,23292318,10921429,176296022,8621072,23292780,10921429,179113947
(주)기가레인,049080,2019/12,7391502,27370208,9172454,115539385,9121245,27370208,9172454,117798198
(주)기산텔레콤,035460,2010/12,747660,11100000,666640,68838580,1349017,19299432,4134220,96782609
(주)기산텔레콤,035460,2011/12,591000,6000000,166660,59416681,1249602,15592224,3029160,86259438
(주)기산텔레콤,035460,2012/12,591000,5000000,0,46588431,903500,16239404,225000,73234520
(주)기산텔레콤,035460,2013/12,20000,5000000,0,57254925,207500,10881888,125000,78811114
(주)기산텔레콤,035460,2014/12,0,4200000,0,54284156,709500,8959000,125000,78052777
(주)기산텔레콤,035460,2015/12,0,2000000,0,53901387,689930,7097503,139570,76012528
(주)기산텔레콤,035460,2016/12,0,0,0,47117435,483970,9029554,205960,74209973
(주)기산텔레콤,035460,2017/12,0,0,0,44554117,0,0,0,70137339
(주)기산텔레콤,035460,2018/12,0,0,0,34219394,0,4853227,226110,56180491
(주)기산텔레콤,035460,2019/12,0,3440000,0,40025881,565190,8674398,233840,66789756
(주)까뮤이앤씨,013700,2010/12,1466667,43624666,10000000,353998983,,,,
(주)까뮤이앤씨,013700,2011/12,1466667,94823480,9800000,248885092,,,,
(주)까뮤이앤씨,013700,2012/12,1466667,81373845,9800000,203481478,,,,
(주)까뮤이앤씨,013700,2013/12,1466667,65771392,0,167635146,,,,
(주)까뮤이앤씨,013700,2014/12,1466667,21629010,0,129647729,,,,
(주)까뮤이앤씨,013700,2015/12,2933333,16800000,0,129465385,,,,
(주)까뮤이앤씨,013700,2016/12,2800000,27384440,3133333,142978398,,,,
(주)까뮤이앤씨,013700,2017/12,2466667,17000000,5333333,139937930,,,,
(주)까뮤이앤씨,013700,2018/12,12233333,9880000,1733333,142240175,,,,
(주)까뮤이앤씨,013700,2019/12,34700000,0,1533333,168876167,,,,
(주)까스텔바작,308100,2019/12,0,0,0,88614189,0,0,0,89005071
(주)나노,187790,2014/12,,,,,,,,
(주)나노,187790,2015/12,7050000,15515175,1700000,72593232,7050000,19540053,1700000,99495652
(주)나노,187790,2016/12,5694320,13994432,2055680,57351009,9474975,18084353,2794720,83440884
(주)나노,187790,2017/12,3888800,8863432,1805520,59149648,8412611,16894161,1805520,91574665
(주)나노,187790,2018/12,2333280,7224192,1555520,66624058,6277311,16389426,1555520,108261295
(주)나노,187790,2019/12,777760,6594235,1630361,73016346,6857559,16064343,3500282,116141232
(주)나노브릭,286750,2019/12,300000,3000000,3250000,24551526,300000,3000000,3250000,24551526
(주)나노신소재,121600,2011/12,1566616,6573810,733266,73039188,1566616,6573810,733266,73056413
(주)나노신소재,121600,2012/12,1200000,4230845,366616,68451247,1200000,4230845,366616,68351781
(주)나노신소재,121600,2013/12,3360000,2682299,240000,67590589,3360000,2682299,240000,67523690
(주)나노신소재,121600,2014/12,2720000,3768682,240000,71672677,2720000,3768682,240000,71678554
(주)나노신소재,121600,2015/12,980000,1769485,240000,82685704,980000,1769485,0,83449448
(주)나노신소재,121600,2016/12,240000,0,740000,84288643,240000,0,0,84239207
(주)나노신소재,121600,2017/12,0,0,240000,89013566,0,0,240000,88963512
(주)나노신소재,121600,2018/12,0,0,0,98056917,0,0,0,98480424
(주)나노신소재,121600,2019/12,0,0,0,101777474,0,0,0,101893569
(주)나노엔텍,039860,2010/12,1062500,2045581,1000000,36390618,1062500,2045581,1000000,37497459
(주)나노엔텍,039860,2011/12,187500,1833454,875000,50081334,187500,1833454,875000,49649382
(주)나노엔텍,039860,2012/12,0,2823716,187500,44443980,0,2823716,187500,44437103
(주)나노엔텍,039860,2013/12,0,1390000,0,46319139,0,1390000,0,44803627
(주)나노엔텍,039860,2014/12,0,1272356,0,46185844,0,1272356,0,43261142
(주)나노엔텍,039860,2015/12,3000000,0,0,58551326,3080000,1600000,122777,52687009
(주)나노엔텍,039860,2016/12,3000000,0,0,47792785,3000000,0,0,45707894
(주)나노엔텍,039860,2017/12,0,0,3000000,45400592,0,0,3000000,42369896
(주)나노엔텍,039860,2018/12,0,0,0,45657059,0,0,0,42161682
(주)나노엔텍,039860,2019/12,0,0,0,50554981,0,0,0,46639328
(주)나무가,190510,2015/12,3400000,8599995,250000,147630953,16005730,30976364,5726620,203857810
(주)나무가,190510,2016/12,0,3000000,0,114797114,19580457,25542748,9124773,195912474
(주)나무가,190510,2017/12,0,4300000,0,73845257,15956664,35414455,0,142414320
(주)나무가,190510,2018/12,0,2000000,0,78000824,8540365,25249841,5316566,118767661
(주)나무가,190510,2019/12,0,12303322,0,157114377,3338266,35898012,5505339,194518538
(주)나스미디어,089600,2013/12,0,0,0,97139620,,,,
(주)나스미디어,089600,2014/12,0,0,0,97502238,,,,
(주)나스미디어,089600,2015/12,0,0,0,141732627,,,,
(주)나스미디어,089600,2016/12,0,0,0,192274757,6000000,0,0,263925022
(주)나스미디어,089600,2017/12,0,0,0,239540352,3000000,0,0,315966980
(주)나스미디어,089600,2018/12,0,0,0,229196776,0,0,0,303112420
(주)나스미디어,089600,2019/12,0,0,0,279587256,0,0,0,356236026
(주)나이벡,138610,2011/12,2417460,420000,1316223,17401025,,,,
(주)나이벡,138610,2012/12,2667540,420000,1460170,16460027,,,,
(주)나이벡,138610,2013/12,1321740,420000,2775330,17054924,,,,
(주)나이벡,138610,2014/12,179760,420000,3468990,14148441,,,,
(주)나이벡,138610,2015/12,2214660,420000,957850,19428914,,,,
(주)나이벡,138610,2016/12,1556220,420000,1077404,22969642,,,,
(주)나이벡,138610,2017/12,897780,920000,1087256,25750373,,,,
(주)나이벡,138610,2018/12,851965,870000,1605545,22317590,,,,
(주)나이벡,138610,2019/12,20830,783000,2025076,35734880,,,,
(주)나이스디앤비,130580,2011/12,0,0,0,22641623,,,,
(주)나이스디앤비,130580,2012/12,0,0,0,24790683,,,,
(주)나이스디앤비,130580,2013/12,0,0,0,27132117,,,,
(주)나이스디앤비,130580,2014/12,0,0,0,31070259,,,,
(주)나이스디앤비,130580,2015/12,0,0,0,34806859,0,0,0,37168676
(주)나이스디앤비,130580,2016/12,0,0,0,37343939,0,0,0,40466208
(주)나이스디앤비,130580,2017/12,0,0,0,43008000,0,0,0,46928148
(주)나이스디앤비,130580,2018/12,0,0,0,51102350,0,0,0,56660361
(주)나이스디앤비,130580,2019/12,0,0,0,60523112,0,0,0,78675556
(주)나이스홀딩스,034310,2010/12,0,0,38197743,347030512,55552,767364,38364399,416201935
(주)나이스홀딩스,034310,2011/12,9000000,7000000,9000000,329687222,9000000,7300000,9055552,427573951
(주)나이스홀딩스,034310,2012/12,0,0,0,326573175,0,7000000,18000000,496053949
(주)나이스홀딩스,034310,2013/12,7500000,1500000,0,340424811,9800000,43515566,18000000,865450175
(주)나이스홀딩스,034310,2014/12,16500000,13500000,8000000,374466879,56746422,135879163,27952676,1191004551
(주)나이스홀딩스,034310,2015/12,0,42902055,16500000,379918653,15613688,193226587,26380804,1242453840
(주)나이스홀딩스,034310,2016/12,0,57035100,0,388557495,22840730,221952077,3466866,1408253173
(주)나이스홀딩스,034310,2017/12,0,53405770,0,384843529,92930588,256785206,11453200,1742367144
(주)나이스홀딩스,034310,2018/12,0,53405468,0,423389599,109823062,314418588,50825201,2172977804
(주)나이스홀딩스,034310,2019/12,0,79966855,0,438147427,107223638,345366143,25368741,2564827369
(주)나인테크,267320,2017/12,,,,,,,,
(주)나인테크,267320,2018/12,,,,,,,,
(주)나인테크,267320,2019/12,,,,,,,,
(주)남선알미늄,008350,2010/12,6413406,76447525,1421414,205272364,6413406,76447525,1421414,210642148
(주)남선알미늄,008350,2011/12,546000,85209097,842586,224292636,546000,85209097,842586,259574975
(주)남선알미늄,008350,2012/12,364000,91205011,1610782,236720122,,,,
(주)남선알미늄,008350,2013/12,182000,80101005,698190,237576875,,,,
(주)남선알미늄,008350,2014/12,0,73251619,182000,240321965,,,,
(주)남선알미늄,008350,2015/12,3750000,82798701,12916667,286102329,,,,
(주)남선알미늄,008350,2016/12,0,62896273,3750000,283413750,,,,
(주)남선알미늄,008350,2017/12,0,52958203,0,284649401,,,,
(주)남선알미늄,008350,2018/12,10000000,28164427,0,294949630,10000000,36381094,0,303023071
(주)남선알미늄,008350,2019/12,11125000,22764851,1500000,292559970,11125000,22764851,1500000,295529661
(주)남성,004270,2010/12,2482300,62169694,190000,184682868,2482300,82457391,190000,223930134
(주)남성,004270,2011/12,2092300,76515268,190000,185361070,2092300,95595110,190000,222934371
(주)남성,004270,2012/12,0,75587454,2092300,189440992,0,95637513,2092300,221414593
(주)남성,004270,2013/12,0,51573189,0,170466140,0,71854346,0,200078722
(주)남성,004270,2014/12,0,62828653,0,170614606,0,83579101,0,195514519
(주)남성,004270,2015/12,0,62453985,0,176973347,0,85740665,0,201740627
(주)남성,004270,2016/12,0,57569810,0,169335721,0,79253018,0,204535206
(주)남성,004270,2017/12,0,44203910,0,170016707,0,64448253,0,203435953
(주)남성,004270,2018/12,1166667,49569038,666667,168663357,1166667,70303497,666667,205083689
(주)남성,004270,2019/12,1500000,52909949,666667,168351672,13000000,65061060,666667,204791617
(주)내츄럴엔도텍,168330,2013/12,0,0,19390,68289681,,,,
(주)내츄럴엔도텍,168330,2014/12,1160000,0,0,88718019,,,,
(주)내츄럴엔도텍,168330,2015/12,1650000,0,1160000,68048870,1650000,0,1160000,69432771
(주)내츄럴엔도텍,168330,2016/12,1160000,0,1400000,84785249,1160000,0,1400000,85875253
(주)내츄럴엔도텍,168330,2017/12,1160000,0,725000,76003964,1160000,0,725000,85682820
