회사명,거래소코드,회계년도,배당금(*)(IFRS)(천원)
성문전자(주),014910,2014/12,3000
성문전자(주),014910,2015/12,3000
성문전자(주),014910,2016/12,3000
성문전자(주),014910,2017/12,3000
성문전자(주),014910,2018/12,3000
성문전자(주),014910,2019/12,3000
성보화학(주),003080,2010/12,1001000
성보화학(주),003080,2011/12,1201200
성보화학(주),003080,2012/12,2002000
성보화학(주),003080,2013/12,3003000
성보화학(주),003080,2014/12,4004000
성보화학(주),003080,2015/12,4404400
성보화학(주),003080,2016/12,8808800
성보화학(주),003080,2017/12,11451440
성보화학(주),003080,2018/12,4166622
성보화학(주),003080,2019/12,2678543
성신양회(주),004980,2010/12,0
성신양회(주),004980,2011/12,0
성신양회(주),004980,2012/12,0
성신양회(주),004980,2013/12,0
성신양회(주),004980,2014/12,0
성신양회(주),004980,2015/12,0
성신양회(주),004980,2016/12,0
성신양회(주),004980,2017/12,0
성신양회(주),004980,2018/12,3279176
성신양회(주),004980,2019/12,3764394
성우전자(주),081580,2010/12,0
성우전자(주),081580,2011/12,673565
성우전자(주),081580,2012/12,730000
성우전자(주),081580,2013/12,1006842
성우전자(주),081580,2014/12,1413540
성우전자(주),081580,2015/12,1860977
성우전자(주),081580,2016/12,1550814
성우전자(주),081580,2017/12,1240651
성우전자(주),081580,2018/12,1224265
성우전자(주),081580,2019/12,0
성우테크론(주),045300,2010/12,417077
성우테크론(주),045300,2011/12,575885
성우테크론(주),045300,2012/12,296566
성우테크론(주),045300,2013/12,345975
성우테크론(주),045300,2014/12,181629
성우테크론(주),045300,2015/12,190702
성우테크론(주),045300,2016/12,220248
성우테크론(주),045300,2017/12,549184
성우테크론(주),045300,2018/12,739667
성우테크론(주),045300,2019/12,443770
성일하이텍(주),365340,2017/12,
성일하이텍(주),365340,2018/12,
성일하이텍(주),365340,2019/12,
성창기업지주(주),000180,2010/12,0
성창기업지주(주),000180,2011/12,2887580
성창기업지주(주),000180,2012/12,0
성창기업지주(주),000180,2013/12,0
성창기업지주(주),000180,2014/12,0
성창기업지주(주),000180,2015/12,2080654
성창기업지주(주),000180,2016/12,687834
성창기업지주(주),000180,2017/12,0
성창기업지주(주),000180,2018/12,0
성창기업지주(주),000180,2019/12,0
성호전자(주),043260,2010/12,409281
성호전자(주),043260,2011/12,0
성호전자(주),043260,2012/12,0
성호전자(주),043260,2013/12,0
성호전자(주),043260,2014/12,0
성호전자(주),043260,2015/12,0
성호전자(주),043260,2016/12,0
성호전자(주),043260,2017/12,0
성호전자(주),043260,2018/12,0
성호전자(주),043260,2019/12,0
세기상사(주),002420,2010/12,0
세기상사(주),002420,2011/12,0
세기상사(주),002420,2012/12,0
세기상사(주),002420,2013/12,0
세기상사(주),002420,2014/12,0
세기상사(주),002420,2015/12,0
세기상사(주),002420,2016/12,0
세기상사(주),002420,2017/12,0
세기상사(주),002420,2018/12,0
세기상사(주),002420,2019/12,0
세명전기공업(주),017510,2010/12,1067220
세명전기공업(주),017510,2011/12,1067220
세명전기공업(주),017510,2012/12,1067220
세명전기공업(주),017510,2013/12,1219680
세명전기공업(주),017510,2014/12,1219680
세명전기공업(주),017510,2015/12,1219680
세명전기공업(주),017510,2016/12,1219680
세명전기공업(주),017510,2017/12,1219680
세명전기공업(주),017510,2018/12,1219680
세명전기공업(주),017510,2019/12,1219680
세방(주),004360,2010/12,4052188
세방(주),004360,2011/12,4052188
세방(주),004360,2012/12,4055581
세방(주),004360,2013/12,3480639
세방(주),004360,2014/12,3480681
세방(주),004360,2015/12,4043086
세방(주),004360,2016/12,4043086
세방(주),004360,2017/12,4009623
세방(주),004360,2018/12,4009623
세방(주),004360,2019/12,4009623
세방전지(주),004490,2010/12,4200000
세방전지(주),004490,2011/12,4900000
세방전지(주),004490,2012/12,4900000
세방전지(주),004490,2013/12,4200000
세방전지(주),004490,2014/12,4168312
세방전지(주),004490,2015/12,4810112
세방전지(주),004490,2016/12,4810112
세방전지(주),004490,2017/12,5497271
세방전지(주),004490,2018/12,6872189
세방전지(주),004490,2019/12,6872189
세원이앤씨(주),091090,2010/12,1811003
세원이앤씨(주),091090,2011/12,0
세원이앤씨(주),091090,2012/12,0
세원이앤씨(주),091090,2013/12,0
세원이앤씨(주),091090,2014/12,0
세원이앤씨(주),091090,2015/12,0
세원이앤씨(주),091090,2016/12,0
세원이앤씨(주),091090,2017/12,0
세원이앤씨(주),091090,2018/12,0
세원이앤씨(주),091090,2019/12,0
세종공업(주),033530,2010/12,4512247
세종공업(주),033530,2011/12,4478999
세종공업(주),033530,2012/12,2587866
세종공업(주),033530,2013/12,3981332
세종공업(주),033530,2014/12,2985999
세종공업(주),033530,2015/12,4930697
세종공업(주),033530,2016/12,3901764
세종공업(주),033530,2017/12,1923051
세종공업(주),033530,2018/12,978970
세종공업(주),033530,2019/12,1084067
세종텔레콤(주),036630,2010/12,0
세종텔레콤(주),036630,2011/12,0
세종텔레콤(주),036630,2012/12,0
세종텔레콤(주),036630,2013/12,0
세종텔레콤(주),036630,2014/12,0
세종텔레콤(주),036630,2015/12,0
세종텔레콤(주),036630,2016/12,0
세종텔레콤(주),036630,2017/12,0
세종텔레콤(주),036630,2018/12,0
세종텔레콤(주),036630,2019/12,0
세하(주),027970,2010/12,0
세하(주),027970,2011/12,0
세하(주),027970,2012/12,0
세하(주),027970,2013/12,0
세하(주),027970,2014/12,0
세하(주),027970,2015/12,0
세하(주),027970,2016/12,0
세하(주),027970,2017/12,0
세하(주),027970,2018/12,0
세하(주),027970,2019/12,0
소니드(주),060230,2010/12,0
소니드(주),060230,2011/12,0
소니드(주),060230,2012/12,0
소니드(주),060230,2013/12,0
소니드(주),060230,2014/12,0
소니드(주),060230,2015/12,0
소니드(주),060230,2016/12,0
소니드(주),060230,2017/12,0
소니드(주),060230,2018/12,0
소니드(주),060230,2019/12,0
소프트캠프(주),258790,2016/12,
소프트캠프(주),258790,2017/12,
소프트캠프(주),258790,2018/12,
소프트캠프(주),258790,2019/12,0
솔루스첨단소재(주),336370,2019/12,0
솔브레인홀딩스(주),036830,2010/12,4355422
솔브레인홀딩스(주),036830,2011/12,5081325
솔브레인홀딩스(주),036830,2012/12,6014186
솔브레인홀딩스(주),036830,2013/12,7217023
솔브레인홀딩스(주),036830,2014/12,7277615
솔브레인홀딩스(주),036830,2015/12,8066172
솔브레인홀딩스(주),036830,2016/12,9840730
솔브레인홀딩스(주),036830,2017/12,11877219
솔브레인홀딩스(주),036830,2018/12,12654014
솔브레인홀딩스(주),036830,2019/12,14341215
송원산업(주),004430,2010/12,1440000
송원산업(주),004430,2011/12,1440000
송원산업(주),004430,2012/12,1920000
송원산업(주),004430,2013/12,1680000
송원산업(주),004430,2014/12,1440000
송원산업(주),004430,2015/12,1680000
송원산업(주),004430,2016/12,3360000
송원산업(주),004430,2017/12,3360000
송원산업(주),004430,2018/12,3840000
송원산업(주),004430,2019/12,3600000
스튜디오드래곤(주),253450,2016/12,0
스튜디오드래곤(주),253450,2017/12,0
스튜디오드래곤(주),253450,2018/12,0
스튜디오드래곤(주),253450,2019/12,0
시그네틱스(주),033170,2010/12,0
시그네틱스(주),033170,2011/12,0
시그네틱스(주),033170,2012/12,0
시그네틱스(주),033170,2013/12,0
시그네틱스(주),033170,2014/12,0
시그네틱스(주),033170,2015/12,0
시그네틱스(주),033170,2016/12,0
시그네틱스(주),033170,2017/12,0
시그네틱스(주),033170,2018/12,0
시그네틱스(주),033170,2019/12,0
신대양제지(주),016590,2010/12,1795434
신대양제지(주),016590,2011/12,1795434
신대양제지(주),016590,2012/12,1784434
신대양제지(주),016590,2013/12,1101676
신대양제지(주),016590,2014/12,1374680
신대양제지(주),016590,2015/12,0
신대양제지(주),016590,2016/12,0
신대양제지(주),016590,2017/12,1511168
신대양제지(주),016590,2018/12,3022337
신대양제지(주),016590,2019/12,2518614
신라교역(주),004970,2010/12,3155828
신라교역(주),004970,2011/12,3155828
신라교역(주),004970,2012/12,4000000
신라교역(주),004970,2013/12,4000000
신라교역(주),004970,2014/12,4800000
신라교역(주),004970,2015/12,3200000
신라교역(주),004970,2016/12,4000000
신라교역(주),004970,2017/12,8000000
신라교역(주),004970,2018/12,8000000
신라교역(주),004970,2019/12,8000000
신라섬유(주),001000,2010/12,0
신라섬유(주),001000,2011/12,0
신라섬유(주),001000,2012/12,0
신라섬유(주),001000,2013/12,0
신라섬유(주),001000,2014/12,0
신라섬유(주),001000,2015/12,0
신라섬유(주),001000,2016/12,0
신라섬유(주),001000,2017/12,0
신라섬유(주),001000,2018/12,0
신라섬유(주),001000,2019/12,0
신라에스지(주),025870,2010/12,0
신라에스지(주),025870,2011/12,0
신라에스지(주),025870,2012/12,0
신라에스지(주),025870,2013/12,0
신라에스지(주),025870,2014/12,0
신라에스지(주),025870,2015/12,0
신라에스지(주),025870,2016/12,0
신라에스지(주),025870,2017/12,0
신라에스지(주),025870,2018/12,0
신라에스지(주),025870,2019/12,0
신라젠(주),215600,2011/12,
신라젠(주),215600,2012/12,
신라젠(주),215600,2013/12,
신라젠(주),215600,2014/12,0
신라젠(주),215600,2015/12,0
신라젠(주),215600,2016/12,0
신라젠(주),215600,2017/12,0
신라젠(주),215600,2018/12,0
신라젠(주),215600,2019/12,0
신성델타테크(주),065350,2010/12,1446812
신성델타테크(주),065350,2011/12,779433
신성델타테크(주),065350,2012/12,955328
신성델타테크(주),065350,2013/12,954828
신성델타테크(주),065350,2014/12,953761
신성델타테크(주),065350,2015/12,1173421
신성델타테크(주),065350,2016/12,986380
신성델타테크(주),065350,2017/12,1541580
신성델타테크(주),065350,2018/12,1078909
신성델타테크(주),065350,2019/12,1883738
신성통상(주),005390,2010/06,0
신성통상(주),005390,2011/06,250000
신성통상(주),005390,2012/06,248000
신성통상(주),005390,2013/06,0
신성통상(주),005390,2014/06,0
신성통상(주),005390,2015/06,0
신성통상(주),005390,2016/06,0
신성통상(주),005390,2017/06,0
신성통상(주),005390,2018/06,0
신성통상(주),005390,2019/06,0
신세계건설(주),034300,2010/12,1146047
신세계건설(주),034300,2011/12,1146047
신세계건설(주),034300,2012/12,1146047
신세계건설(주),034300,2013/12,0
신세계건설(주),034300,2014/12,0
신세계건설(주),034300,2015/12,1000000
신세계건설(주),034300,2016/12,2000000
신세계건설(주),034300,2017/12,3000000
신세계건설(주),034300,2018/12,3000000
신세계건설(주),034300,2019/12,3200000
신송홀딩스(주),006880,2010/12,0
신송홀딩스(주),006880,2011/12,0
신송홀딩스(주),006880,2012/12,0
신송홀딩스(주),006880,2013/12,0
신송홀딩스(주),006880,2014/12,946309
신송홀딩스(주),006880,2015/12,946309
신송홀딩스(주),006880,2016/12,946309
신송홀딩스(주),006880,2017/12,0
신송홀딩스(주),006880,2018/12,0
신송홀딩스(주),006880,2019/12,946309
신신제약(주),002800,2010/12,
신신제약(주),002800,2011/12,
신신제약(주),002800,2012/12,
신신제약(주),002800,2013/12,
신신제약(주),002800,2014/12,121000
신신제약(주),002800,2015/12,242000
신신제약(주),002800,2016/12,401982
신신제약(주),002800,2017/12,500627
신신제약(주),002800,2018/12,500627
신신제약(주),002800,2019/12,424774
신원종합개발(주),017000,2010/12,0
신원종합개발(주),017000,2011/12,0
신원종합개발(주),017000,2012/12,0
신원종합개발(주),017000,2013/12,0
신원종합개발(주),017000,2014/12,0
신원종합개발(주),017000,2015/12,0
신원종합개발(주),017000,2016/12,0
신원종합개발(주),017000,2017/12,0
신원종합개발(주),017000,2018/12,0
신원종합개발(주),017000,2019/12,0
신일전자(주),002700,2010/12,0
신일전자(주),002700,2011/12,0
신일전자(주),002700,2012/12,0
신일전자(주),002700,2013/12,0
신일전자(주),002700,2014/12,0
신일전자(주),002700,2015/12,0
신일전자(주),002700,2016/12,1065713
신일전자(주),002700,2017/12,1406450
신일전자(주),002700,2018/12,1756188
신일전자(주),002700,2019/12,1408950
신일제약(주),012790,2010/12,600400
신일제약(주),012790,2011/12,600400
신일제약(주),012790,2012/12,600400
신일제약(주),012790,2013/12,675450
신일제약(주),012790,2014/12,900600
신일제약(주),012790,2015/12,900600
신일제약(주),012790,2016/12,1050700
신일제약(주),012790,2017/12,1050700
신일제약(주),012790,2018/12,1050700
신일제약(주),012790,2019/12,1125750
신풍제약(주),019170,2010/12,2658257
신풍제약(주),019170,2011/12,2916577
신풍제약(주),019170,2012/12,3031928
신풍제약(주),019170,2013/12,2371425
신풍제약(주),019170,2014/12,2870936
신풍제약(주),019170,2015/12,0
신풍제약(주),019170,2016/12,0
신풍제약(주),019170,2017/12,0
신풍제약(주),019170,2018/12,0
신풍제약(주),019170,2019/12,0
신풍제지(주),002870,2010/12,1541424
신풍제지(주),002870,2011/12,0
신풍제지(주),002870,2012/12,3045638
신풍제지(주),002870,2013/12,1522819
신풍제지(주),002870,2014/12,1385319
신풍제지(주),002870,2015/12,0
신풍제지(주),002870,2016/12,0
신풍제지(주),002870,2017/12,0
신풍제지(주),002870,2018/12,2216510
신풍제지(주),002870,2019/12,1662383
신화인터텍(주),056700,2010/12,0
신화인터텍(주),056700,2011/12,0
신화인터텍(주),056700,2012/12,0
신화인터텍(주),056700,2013/12,0
신화인터텍(주),056700,2014/12,0
신화인터텍(주),056700,2015/12,0
신화인터텍(주),056700,2016/12,1450555
신화인터텍(주),056700,2017/12,0
신화인터텍(주),056700,2018/12,0
신화인터텍(주),056700,2019/12,1450555
신흥에스이씨(주),243840,2010/12,
신흥에스이씨(주),243840,2011/12,
신흥에스이씨(주),243840,2012/12,
신흥에스이씨(주),243840,2013/12,
신흥에스이씨(주),243840,2014/12,0
신흥에스이씨(주),243840,2015/12,0
신흥에스이씨(주),243840,2016/12,0
신흥에스이씨(주),243840,2017/12,655168
신흥에스이씨(주),243840,2018/12,982752
신흥에스이씨(주),243840,2019/12,1840233
쌍용씨앤이(주),003410,2010/12,0
쌍용씨앤이(주),003410,2011/12,0
쌍용씨앤이(주),003410,2012/12,0
쌍용씨앤이(주),003410,2013/12,0
쌍용씨앤이(주),003410,2014/12,0
쌍용씨앤이(주),003410,2015/12,0
쌍용씨앤이(주),003410,2016/12,82697357
쌍용씨앤이(주),003410,2017/12,40447629
쌍용씨앤이(주),003410,2018/12,50555676
쌍용씨앤이(주),003410,2019/12,55609700
쌍용자동차(주),003620,2010/12,0
쌍용자동차(주),003620,2011/12,0
쌍용자동차(주),003620,2012/12,0
쌍용자동차(주),003620,2013/12,0
쌍용자동차(주),003620,2014/12,0
쌍용자동차(주),003620,2015/12,0
쌍용자동차(주),003620,2016/12,0
쌍용자동차(주),003620,2017/12,0
쌍용자동차(주),003620,2018/12,0
쌍용자동차(주),003620,2019/12,0
쌍용정보통신(주),010280,2010/12,0
쌍용정보통신(주),010280,2011/12,0
쌍용정보통신(주),010280,2012/12,0
쌍용정보통신(주),010280,2013/12,0
쌍용정보통신(주),010280,2014/12,0
쌍용정보통신(주),010280,2015/12,0
쌍용정보통신(주),010280,2016/12,0
쌍용정보통신(주),010280,2017/12,0
쌍용정보통신(주),010280,2018/12,0
쌍용정보통신(주),010280,2019/12,0
써니전자(주),004770,2010/12,0
써니전자(주),004770,2011/12,0
써니전자(주),004770,2012/12,0
써니전자(주),004770,2013/12,0
써니전자(주),004770,2014/12,0
써니전자(주),004770,2015/12,0
써니전자(주),004770,2016/12,0
써니전자(주),004770,2017/12,0
써니전자(주),004770,2018/12,0
써니전자(주),004770,2019/12,0
씨비아이(주),013720,2010/12,281220
씨비아이(주),013720,2011/12,281220
씨비아이(주),013720,2012/12,281220
씨비아이(주),013720,2013/12,281220
씨비아이(주),013720,2014/12,281220
씨비아이(주),013720,2015/12,162645
씨비아이(주),013720,2016/12,0
씨비아이(주),013720,2017/12,0
씨비아이(주),013720,2018/12,0
씨비아이(주),013720,2019/12,0
씨아이에스(주),222080,2015/12,
씨아이에스(주),222080,2016/12,
씨아이에스(주),222080,2017/12,0
씨아이에스(주),222080,2018/12,0
씨아이에스(주),222080,2019/12,0
씨앤지하이테크(주),264660,2010/12,
씨앤지하이테크(주),264660,2011/12,
씨앤지하이테크(주),264660,2012/12,
씨앤지하이테크(주),264660,2013/12,
씨앤지하이테크(주),264660,2014/12,
씨앤지하이테크(주),264660,2015/12,449332
씨앤지하이테크(주),264660,2016/12,273914
씨앤지하이테크(주),264660,2017/12,460176
씨앤지하이테크(주),264660,2018/12,840548
씨앤지하이테크(주),264660,2019/12,1260822
씨앤티85(주),056730,2010/12,0
씨앤티85(주),056730,2011/12,0
씨앤티85(주),056730,2012/12,0
씨앤티85(주),056730,2013/12,0
씨앤티85(주),056730,2014/12,0
씨앤티85(주),056730,2015/12,0
씨앤티85(주),056730,2016/12,0
씨앤티85(주),056730,2017/12,0
씨앤티85(주),056730,2018/12,0
씨앤티85(주),056730,2019/12,0
씨에스베어링(주),297090,2010/12,
씨에스베어링(주),297090,2011/12,
씨에스베어링(주),297090,2012/12,
씨에스베어링(주),297090,2013/12,
씨에스베어링(주),297090,2014/12,
씨에스베어링(주),297090,2015/12,
씨에스베어링(주),297090,2016/12,0
씨에스베어링(주),297090,2017/12,0
씨에스베어링(주),297090,2018/12,0
씨에스베어링(주),297090,2019/12,0
씨에스윈드(주),112610,2010/12,5000000
씨에스윈드(주),112610,2011/12,2857143
씨에스윈드(주),112610,2012/12,4000000
씨에스윈드(주),112610,2013/12,5000000
씨에스윈드(주),112610,2014/12,8269041
씨에스윈드(주),112610,2015/12,4898520
씨에스윈드(주),112610,2016/12,3183460
씨에스윈드(주),112610,2017/12,5526221
씨에스윈드(주),112610,2018/12,6190248
씨에스윈드(주),112610,2019/12,7125234
씨유테크(주),376290,2010/12,
씨유테크(주),376290,2011/12,
씨유테크(주),376290,2012/12,
씨유테크(주),376290,2013/12,
씨유테크(주),376290,2014/12,
씨유테크(주),376290,2015/12,
씨유테크(주),376290,2016/12,
씨유테크(주),376290,2017/12,
씨유테크(주),376290,2018/12,
씨유테크(주),376290,2019/12,
씨제이(주),001040,2010/12,22451376
씨제이(주),001040,2011/12,18494706
씨제이(주),001040,2012/12,18509692
씨제이(주),001040,2013/12,27024671
씨제이(주),001040,2014/12,27066325
씨제이(주),001040,2015/12,38481690
씨제이(주),001040,2016/12,38540072
씨제이(주),001040,2017/12,41386522
씨제이(주),001040,2018/12,62101811
씨제이(주),001040,2019/12,62145200
씨제이대한통운(주),000120,2010/12,0
씨제이대한통운(주),000120,2011/12,0
씨제이대한통운(주),000120,2012/12,0
씨제이대한통운(주),000120,2013/12,0
씨제이대한통운(주),000120,2014/12,0
씨제이대한통운(주),000120,2015/12,0
씨제이대한통운(주),000120,2016/12,0
씨제이대한통운(주),000120,2017/12,0
씨제이대한통운(주),000120,2018/12,0
씨제이대한통운(주),000120,2019/12,0
씨제이바이오사이언스(주),311690,2015/12,0
씨제이바이오사이언스(주),311690,2016/12,0
씨제이바이오사이언스(주),311690,2017/12,0
씨제이바이오사이언스(주),311690,2018/12,0
씨제이바이오사이언스(주),311690,2019/12,0
씨제이씨지브이(주),079160,2010/12,5154365
씨제이씨지브이(주),079160,2011/12,6185237
씨제이씨지브이(주),079160,2012/12,7216110
씨제이씨지브이(주),079160,2013/12,7406460
씨제이씨지브이(주),079160,2014/12,7406460
씨제이씨지브이(주),079160,2015/12,7406460
씨제이씨지브이(주),079160,2016/12,7406460
씨제이씨지브이(주),079160,2017/12,7406460
씨제이씨지브이(주),079160,2018/12,4232263
씨제이씨지브이(주),079160,2019/12,0
씨제이씨푸드(주),011150,2010/12,0
씨제이씨푸드(주),011150,2011/12,0
씨제이씨푸드(주),011150,2012/12,0
씨제이씨푸드(주),011150,2013/12,0
씨제이씨푸드(주),011150,2014/12,0
씨제이씨푸드(주),011150,2015/12,0
씨제이씨푸드(주),011150,2016/12,0
씨제이씨푸드(주),011150,2017/12,0
씨제이씨푸드(주),011150,2018/12,0
씨제이씨푸드(주),011150,2019/12,0
씨제이제일제당(주),097950,2010/12,55646623
씨제이제일제당(주),097950,2011/12,24903270
씨제이제일제당(주),097950,2012/12,25353545
씨제이제일제당(주),097950,2013/12,25380482
씨제이제일제당(주),097950,2014/12,28269767
씨제이제일제당(주),097950,2015/12,35384348
씨제이제일제당(주),097950,2016/12,35393585
씨제이제일제당(주),097950,2017/12,42503583
씨제이제일제당(주),097950,2018/12,56147491
씨제이제일제당(주),097950,2019/12,56147487
씨제이프레시웨이(주),051500,2010/12,998430
씨제이프레시웨이(주),051500,2011/12,2002360
씨제이프레시웨이(주),051500,2012/12,2166160
씨제이프레시웨이(주),051500,2013/12,0
씨제이프레시웨이(주),051500,2014/12,2172760
씨제이프레시웨이(주),051500,2015/12,2374317
씨제이프레시웨이(주),051500,2016/12,2374317
씨제이프레시웨이(주),051500,2017/12,2374317
씨제이프레시웨이(주),051500,2018/12,2374317
씨제이프레시웨이(주),051500,2019/12,2967897
씨케이에이치푸드앤헬스리미티드,900120,2010/06,
씨케이에이치푸드앤헬스리미티드,900120,2011/06,
씨케이에이치푸드앤헬스리미티드,900120,2012/06,
씨케이에이치푸드앤헬스리미티드,900120,2013/06,
씨케이에이치푸드앤헬스리미티드,900120,2014/06,
씨케이에이치푸드앤헬스리미티드,900120,2015/06,
씨케이에이치푸드앤헬스리미티드,900120,2016/06,
씨케이에이치푸드앤헬스리미티드,900120,2017/06,
씨케이에이치푸드앤헬스리미티드,900120,2018/06,
씨케이에이치푸드앤헬스리미티드,900120,2019/06,
씨큐브(주),101240,2010/12,0
씨큐브(주),101240,2011/12,0
씨큐브(주),101240,2012/12,0
씨큐브(주),101240,2013/12,0
씨큐브(주),101240,2014/12,636798
씨큐브(주),101240,2015/12,687035
씨큐브(주),101240,2016/12,796261
씨큐브(주),101240,2017/12,918168
씨큐브(주),101240,2018/12,1043871
씨큐브(주),101240,2019/12,1523643
아남전자(주),008700,2010/12,0
아남전자(주),008700,2011/12,0
아남전자(주),008700,2012/12,0
아남전자(주),008700,2013/12,0
아남전자(주),008700,2014/12,0
아남전자(주),008700,2015/12,0
아남전자(주),008700,2016/12,0
아남전자(주),008700,2017/12,0
아남전자(주),008700,2018/12,0
아남전자(주),008700,2019/12,0
아미코젠(주),092040,2010/12,0
아미코젠(주),092040,2011/12,0
아미코젠(주),092040,2012/12,0
아미코젠(주),092040,2013/12,0
아미코젠(주),092040,2014/12,1032594
아미코젠(주),092040,2015/12,911575
아미코젠(주),092040,2016/12,0
아미코젠(주),092040,2017/12,0
아미코젠(주),092040,2018/12,0
아미코젠(주),092040,2019/12,0
아비코전자(주),036010,2010/12,341430
아비코전자(주),036010,2011/12,782320
아비코전자(주),036010,2012/12,328482
아비코전자(주),036010,2013/12,817670
아비코전자(주),036010,2014/12,1752150
아비코전자(주),036010,2015/12,2605469
아비코전자(주),036010,2016/12,2924445
아비코전자(주),036010,2017/12,2658587
아비코전자(주),036010,2018/12,1993940
아비코전자(주),036010,2019/12,930505
아세아(주),002030,2010/12,1869465
아세아(주),002030,2011/12,2804197
아세아(주),002030,2012/12,3738929
아세아(주),002030,2013/12,1153572
아세아(주),002030,2014/12,2852214
아세아(주),002030,2015/12,2852214
아세아(주),002030,2016/12,2852214
아세아(주),002030,2017/12,2852214
아세아(주),002030,2018/12,3327583
아세아(주),002030,2019/12,3327583
아세아시멘트(주),183190,2013/12,4118103
아세아시멘트(주),183190,2014/12,4941723
아세아시멘트(주),183190,2015/12,4941723
아세아시멘트(주),183190,2016/12,4941723
아세아시멘트(주),183190,2017/12,4941723
아세아시멘트(주),183190,2018/12,5841723
아세아시멘트(주),183190,2019/12,5841723
아세아제지(주),002310,2010/12,2919705
아세아제지(주),002310,2011/12,1751823
아세아제지(주),002310,2012/12,3503619
아세아제지(주),002310,2013/12,3572637
아세아제지(주),002310,2014/12,4019216
아세아제지(주),002310,2015/12,0
아세아제지(주),002310,2016/12,4465796
아세아제지(주),002310,2017/12,4030426
아세아제지(주),002310,2018/12,6717377
아세아제지(주),002310,2019/12,5373901
아시아나아이디티(주),267850,2010/12,250000
아시아나아이디티(주),267850,2011/12,0
아시아나아이디티(주),267850,2012/12,0
아시아나아이디티(주),267850,2013/12,0
아시아나아이디티(주),267850,2014/12,0
아시아나아이디티(주),267850,2015/12,0
아시아나아이디티(주),267850,2016/12,0
아시아나아이디티(주),267850,2017/12,5000000
아시아나아이디티(주),267850,2018/12,5550000
아시아나아이디티(주),267850,2019/12,5550000
아시아나항공(주),020560,2010/12,0
아시아나항공(주),020560,2011/12,0
아시아나항공(주),020560,2012/12,0
아시아나항공(주),020560,2013/12,0
아시아나항공(주),020560,2014/12,0
아시아나항공(주),020560,2015/12,0
아시아나항공(주),020560,2016/12,0
아시아나항공(주),020560,2017/12,0
아시아나항공(주),020560,2018/12,0
아시아나항공(주),020560,2019/12,0
아이디피(주),332370,2017/12,0
아이디피(주),332370,2018/12,0
아이디피(주),332370,2019/12,0
아이쓰리시스템(주),214430,2010/12,
아이쓰리시스템(주),214430,2011/12,
아이쓰리시스템(주),214430,2012/12,
아이쓰리시스템(주),214430,2013/12,0
아이쓰리시스템(주),214430,2014/12,0
아이쓰리시스템(주),214430,2015/12,1326944
아이쓰리시스템(주),214430,2016/12,1503837
아이쓰리시스템(주),214430,2017/12,1841513
아이쓰리시스템(주),214430,2018/12,1886685
아이쓰리시스템(주),214430,2019/12,489140
아이에스동서(주),010780,2010/12,4183540
아이에스동서(주),010780,2011/12,5135519
아이에스동서(주),010780,2012/12,0
아이에스동서(주),010780,2013/12,0
아이에스동서(주),010780,2014/12,10213412
아이에스동서(주),010780,2015/12,13635074
아이에스동서(주),010780,2016/12,30718467
아이에스동서(주),010780,2017/12,33871666
아이에스동서(주),010780,2018/12,36982217
아이에스동서(주),010780,2019/12,21600424
아이진(주),185490,2011/12,
아이진(주),185490,2012/12,0
아이진(주),185490,2013/12,0
아이진(주),185490,2014/12,0
아이진(주),185490,2015/12,0
아이진(주),185490,2016/12,0
아이진(주),185490,2017/12,0
아이진(주),185490,2018/12,0
아이진(주),185490,2019/12,0
아이큐어(주),175250,2014/12,0
아이큐어(주),175250,2015/12,0
아이큐어(주),175250,2016/12,0
아이큐어(주),175250,2017/12,0
아이큐어(주),175250,2018/12,0
아이큐어(주),175250,2019/12,0
아이크래프트(주),052460,2010/12,0
아이크래프트(주),052460,2011/12,0
아이크래프트(주),052460,2012/12,564317
아이크래프트(주),052460,2013/12,352698
아이크래프트(주),052460,2014/12,493778
아이크래프트(주),052460,2015/12,705397
아이크래프트(주),052460,2016/12,705397
아이크래프트(주),052460,2017/12,657615
아이크래프트(주),052460,2018/12,0
아이크래프트(주),052460,2019/12,0
아이텍(주),119830,2010/12,0
아이텍(주),119830,2011/12,0
아이텍(주),119830,2012/12,0
아이텍(주),119830,2013/12,0
아이텍(주),119830,2014/12,0
아이텍(주),119830,2015/12,0
아이텍(주),119830,2016/12,0
아이텍(주),119830,2017/12,527105
아이텍(주),119830,2018/12,0
아이텍(주),119830,2019/12,0
아주스틸(주),139990,2010/12,
아주스틸(주),139990,2011/12,
아주스틸(주),139990,2012/12,
아주스틸(주),139990,2013/12,
아주스틸(주),139990,2014/12,
아주스틸(주),139990,2015/12,
아주스틸(주),139990,2016/12,
아주스틸(주),139990,2017/12,
아주스틸(주),139990,2018/12,
아주스틸(주),139990,2019/12,
아진산업(주),013310,2010/12,0
아진산업(주),013310,2011/12,0
아진산업(주),013310,2012/12,0
아진산업(주),013310,2013/12,0
아진산업(주),013310,2014/12,0
아진산업(주),013310,2015/12,0
아진산업(주),013310,2016/12,0
아진산업(주),013310,2017/12,0
아진산업(주),013310,2018/12,0
아진산업(주),013310,2019/12,0
안국약품(주),001540,2010/12,1019789
안국약품(주),001540,2011/12,1031285
안국약품(주),001540,2012/12,1309822
안국약품(주),001540,2013/12,2279148
안국약품(주),001540,2014/12,2324834
안국약품(주),001540,2015/12,2520533
