회사명,거래소코드,회계년도,총자본증가율(IFRS),총자본증가율(IFRS연결),유동자산증가율(IFRS),유동자산증가율(IFRS연결),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산증가율(IFRS),재고자산증가율(IFRS연결),자기자본증가율(IFRS),자기자본증가율(IFRS연결),순이익증가율(IFRS),순이익증가율(IFRS연결),정상영업이익증가율(IFRS),정상영업이익증가율(IFRS연결)
(주)경동인베스트,12320,Dec-17,-64.81,-46.78,-71.9,-53.17,-99.94,-83.5,-96.99,-63.85,0,29.99,-44.31,-35.09,-55.68,173.81,0,26.9
(주)경동인베스트,12320,Dec-18,0.23,-1.21,-59.67,-20.93,1118.23,17.21,25.53,-0.49,0,115.72,0.2,10.37,-78.27,-44.62,0,7.78
(주)경동인베스트,12320,Dec-19,-0.69,2.27,-0.2,25.48,15.82,18.86,-76.93,-3.35,100.9,0.36,-0.68,4.42,0,-66.62,0,-44
(주)경방,50,Dec-11,1.78,1.76,24.34,22.46,-0.71,2.59,3,3.05,80.04,78.47,-0.51,-0.58,0,0,-56.99,-53.86
(주)경방,50,Dec-12,-2.27,-1.28,-17.83,-10.81,-3.75,-4.17,-1.93,5.06,-29.57,-27.52,-1.02,-1.43,0,0,-61.5,-67.31
(주)경방,50,Dec-13,-3.11,-2.85,-21.85,-16.39,-0.24,4.07,-6.99,-5.42,-29.22,-23.99,2.36,2.54,0,0,335.67,396.72
(주)경방,50,Dec-14,1.09,0.37,5.26,-2.11,-2.95,-5.23,-3.99,0.44,-2.77,-6.11,-4.96,1.76,-5.75,-21.27,-10.6,-15.02
(주)경방,50,Dec-15,-1.22,1.29,0.11,6.78,19.75,8.69,-4.16,5.82,8.61,40,3.1,2.36,51.76,45.31,20.36,27.25
(주)경방,50,Dec-16,-1.79,-1.27,-3.85,-1.93,1.99,5.54,-3.7,-3.15,-10.48,-13.34,2.75,2.55,43.38,76.59,10.22,11.49
(주)경방,50,Dec-17,-3.07,-2.14,-11.26,-14.86,-8.21,-4.41,-7.75,-1.55,-33.22,-30.32,3,2.84,-17.1,-14.13,-7.44,-2.6
(주)경방,50,Dec-18,2.29,2.18,23.35,33.75,-3.13,-2.59,-6.58,-7.98,58.28,87.31,2.56,1.38,13.7,-20.23,-1.11,-3.14
(주)경방,50,Dec-19,5.68,5.3,153.86,119.42,-9.15,-2.15,-69.74,-49.03,-60.76,-47.64,1.58,4.62,-23.89,115.99,-0.01,-21.86
(주)경보제약,214390,Dec-15,16.34,,7.83,,4.86,,35.46,,14.88,,79.74,,202.34,,-7.36,
(주)경보제약,214390,Dec-16,4.22,,-2.74,,4.88,,12.09,,-3.94,,5.36,,-51.34,,-39.16,
(주)경보제약,214390,Dec-17,0.56,,8.23,,2.64,,-6.49,,0.83,,9.36,,41.38,,57.67,
(주)경보제약,214390,Dec-18,8.18,,16.54,,5.05,,-2.55,,11.53,,5.3,,-26.98,,-29.77,
(주)경보제약,214390,Dec-19,7.31,,-3.69,,-4.79,,15.19,,16.48,,0.1,,-59.7,,-64.13,
(주)경인양행,12610,Dec-11,-1.99,-0.67,-5.25,-1.19,-13.62,-12.89,1.46,1.15,-0.81,7.02,0.76,0.53,-17.18,-57.26,167.74,-38.8
(주)경인양행,12610,Dec-12,-1.94,-10.06,-4.36,-12.04,9.79,-6.22,-3.13,-8.87,-24.7,-26.24,2.03,0.47,60.49,-9.38,60.26,-42.69
(주)경인양행,12610,Dec-13,13.91,10.26,30,20.27,29.58,19.31,7.47,2.88,56.71,28.87,9.85,9.53,175.44,352.45,301.69,206.1
(주)경인양행,12610,Dec-14,-2.64,-1.23,-12.93,-6.41,3.98,6.28,7.65,6.18,-5.38,-1.02,4.69,4.83,-26.26,-8.47,-9.17,26.44
(주)경인양행,12610,Dec-15,2.41,4.36,5.55,7.33,-8.08,-5.06,-2.13,0.41,8.76,6.41,-0.28,0.61,-98.82,-80.98,-99.32,-52.33
(주)경인양행,12610,Dec-16,5.94,5.39,11.66,8.35,2.43,4.45,2.36,1.23,5.94,4.11,2.75,3.1,3370.58,171.48,2843.16,57.44
(주)경인양행,12610,Dec-17,2.37,3.97,-1.03,0.93,8.2,9.14,11,8.64,-3.34,-2.31,-0.09,1.01,-85.74,-30.24,-92.76,-30.37
(주)경인양행,12610,Dec-18,16.17,15.38,32.07,21.55,14.79,10.37,4.8,3.8,34.67,27.55,3.87,6.41,1296.59,269.59,7421.82,167.37
(주)경인양행,12610,Dec-19,10.48,14.31,4.51,7.27,10.14,8.37,31.81,24.93,17.28,14.03,1.44,5.63,-35.34,5.71,18.38,19.62
(주)고려시멘트,198440,Dec-14,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-15,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-16,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,Dec-17,0,,0,,0,,0,,0,,0,,0,,0,
(주)고려시멘트,198440,Dec-18,10.06,,29.61,,-2.15,,1.83,,27.42,,11.78,,362.85,,27.17,
(주)고려시멘트,198440,Dec-19,-0.39,,-6.73,,-17.32,,4.84,,63.62,,2.24,,-26.89,,0,
(주)고영테크놀러지,98460,Dec-11,25.26,23.1,27.25,24.16,12.63,18.06,17.95,17.31,45.44,55.18,27.98,26.19,8.92,-4.46,0.58,-8.15
(주)고영테크놀러지,98460,Dec-12,18.39,18.79,23.11,22.99,25.67,25.21,3.14,3.36,16.63,24.53,19.48,19.87,-10.52,-2.55,3.88,13.93
(주)고영테크놀러지,98460,Dec-13,17.77,17.03,23.45,21.88,3.12,3.77,-4.21,-4.65,17.97,17.62,18.98,17.98,-0.13,-8.36,-12.67,-21.78
(주)고영테크놀러지,98460,Dec-14,16.93,17.17,14.5,14.49,30.4,27.65,34.87,34.62,-25.4,-13.41,18.29,17.86,53.72,58.83,55.97,67.86
(주)고영테크놀러지,98460,Dec-15,12.9,12.09,16.63,12.14,2.23,2.15,-2.38,-1.23,-6.52,6.93,12.86,13.43,2.18,6.03,-5.61,-16.71
(주)고영테크놀러지,98460,Dec-16,21.33,22.83,24.89,27.13,10.61,17.74,21.31,20.94,0.93,1.13,17.97,19.62,20.59,26.71,18.6,41.51
(주)고영테크놀러지,98460,Dec-17,5.85,5.17,2.14,4.17,23.28,18.38,2.97,6.27,1.26,13.99,4.61,2.83,3.01,-10.2,46.63,31.84
(주)고영테크놀러지,98460,Dec-18,36.12,35.99,45.36,41.03,16.35,17.13,34.02,30.7,52.84,40.8,39.09,40.01,46.78,58.71,1.5,5.11
(주)고영테크놀러지,98460,Dec-19,10.01,9.47,-1.06,-0.78,-4.7,-6.78,9.39,12.58,9.5,15.71,9.92,7.88,-18.21,-30.13,-13.29,-27.51
(주)골드앤에스,35290,Dec-11,4.59,3.62,36.78,33.08,-5.87,-5.87,-24.4,-24.47,-6.66,-6.66,4.28,3.75,0,0,0,0
(주)골드앤에스,35290,Dec-12,10.17,11.3,17.89,13.56,-7.65,-7.65,-14.45,-3.87,-7.75,-7.75,15.97,14.17,0,0,0,0
(주)골드앤에스,35290,Dec-13,-32.42,-0.98,-34.14,-40.76,-16.59,-9.89,-4.81,2289.15,18.51,18.51,-62.62,-60.53,0,0,0,0
(주)골드앤에스,35290,Dec-14,-16.3,-9.55,-12.25,-4.56,-19.61,-20.89,-37.98,-3.55,-6.15,-6.15,-7.43,-12.14,0,0,0,0
(주)골드앤에스,35290,Dec-15,-18.3,-48.2,-4.18,1.94,-24.57,-29.05,-40.35,-98.55,-20.77,-20.77,65.03,70.64,0,0,0,0
(주)골드앤에스,35290,Dec-16,-22.47,-22.53,-43.45,-43.63,-28.4,-28.4,-35.35,-38.3,-15.93,-15.93,-5.93,-5.88,0,0,-63.31,-64.85
(주)골드앤에스,35290,Dec-17,-7.11,-8.02,28.32,25.06,-19.45,-19.45,73.81,65.8,-46.01,-46.01,-7.07,-6.42,0,-2141.05,0,-1018.76
(주)골드앤에스,35290,Dec-18,149.92,147.31,91.64,94.18,-32.19,-32.19,3222.07,3205.73,22.05,22.05,5.82,3.24,0,0,0,0
(주)골드앤에스,35290,Dec-19,-62.1,-62.1,-81.41,-81.41,-11.95,-11.95,-66.73,-66.73,-61.41,-61.41,0,-136.92,0,0,0,0
(주)골드퍼시픽,38530,Dec-11,18.86,,-12.71,,4.84,,468.65,,62.34,,3.59,,184.76,,232.34,
(주)골드퍼시픽,38530,Dec-12,8.69,,25.98,,-6.64,,-13.17,,56.32,,5.03,,-74.3,,-57.89,
(주)골드퍼시픽,38530,Dec-13,2.2,0,-16.13,0,-38.15,0,-17.09,0,-6.26,0,-25.35,0,0,0,0,0
(주)골드퍼시픽,38530,Dec-14,4.65,0,-1.25,0,-25.18,0,-22.15,0,-39.01,0,-1.25,0,0,0,0,0
(주)골드퍼시픽,38530,Dec-15,-13.9,-31.89,-9.24,-40.13,26.08,13.04,-54.28,-73.96,-52.79,-77.71,19.01,35.22,0,0,0,0
(주)골드퍼시픽,38530,Dec-16,-59.55,,-61.98,,56.63,,-48.34,,-96.75,,-90.61,,0,,0,
(주)골드퍼시픽,38530,Dec-17,138.88,,216.54,,-47.52,,-2.7,,880.92,,183.89,,0,,0,
(주)골드퍼시픽,38530,Dec-18,40.35,0,27.83,0,10.92,0,-93.57,0,48.23,0,274.44,0,0,0,0,0
(주)골드퍼시픽,38530,Dec-19,95.63,,29.31,,102.89,,989.71,,339.17,,4.89,,0,,0,
(주)골프존,215000,Dec-15,,,,,,,,,,,,,,,,
(주)골프존,215000,Dec-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)골프존,215000,Dec-17,34.55,34.99,88.27,78.87,-12.7,-7.77,-3.87,-2.02,-7.63,3.72,56.53,56.94,110.35,117.07,-23.73,-17.57
(주)골프존,215000,Dec-18,6.51,0.15,-6.03,-9.54,11.47,-0.7,22.39,16.81,-21.75,-20.04,8.84,2.99,-71.32,-74.25,-13.25,-24.82
(주)골프존,215000,Dec-19,19.75,23.04,-47.43,-43.74,24.78,24.31,34.88,38.6,-7.08,3.64,4.1,2.63,-9.04,-20.6,24.46,14.69
(주)골프존뉴딘홀딩스,121440,Dec-11,105.39,100.9,83.06,95.97,13.82,13.4,332.66,290.19,138.73,114.65,117.91,114.66,-27.64,-31.79,-12.48,-17.18
(주)골프존뉴딘홀딩스,121440,Dec-12,37.34,43.08,7.5,-3.24,31.72,34.22,176.93,278.98,221.27,202.37,18.07,17.98,51.49,57.8,35.04,26.75
(주)골프존뉴딘홀딩스,121440,Dec-13,15.09,17.92,17.99,4.83,23.04,26.07,-0.2,12.13,88.95,79.92,4.03,3.14,-93.77,-96.19,14.3,16.65
(주)골프존뉴딘홀딩스,121440,Dec-14,-0.57,19.47,-44.62,-36.93,13.84,17.66,30.89,104.38,-4.48,-5.3,10.78,14.57,1314.83,2726.3,20.04,27.21
(주)골프존뉴딘홀딩스,121440,Dec-15,-0.16,0.69,-73.89,-45.03,-92.41,-61.7,-44.79,-11.66,0,-21.51,16.48,12.7,1300.01,999.37,0,0
(주)골프존뉴딘홀딩스,121440,Dec-16,-4.06,-0.85,38.04,5.31,-5.91,47.86,0.21,-0.68,0,41.01,-8.13,-3.8,0,-99.54,0,0
(주)골프존뉴딘홀딩스,121440,Dec-17,-4.56,-0.56,-25.52,14.69,-15.02,-12.13,-5.74,-1.09,0,19.22,-5.28,-5.02,0,-636.22,0,-50.22
(주)골프존뉴딘홀딩스,121440,Dec-18,5.06,2.41,26.58,-14.81,-31.49,4.34,-9.98,-3.61,0,27.37,0.92,-3.25,0,0,0,-93.95
(주)골프존뉴딘홀딩스,121440,Dec-19,-4.59,0.21,-48.36,25.76,67.06,2.64,-16.3,-5.13,0,-5.83,-7.1,-7.41,0,0,0,-425.38
(주)광림,14200,Dec-11,-21.74,,-30.6,,13.98,,0.13,,-29.2,,3.05,,19.12,,51.35,
(주)광림,14200,Dec-12,3.95,,8.27,,-19.88,,0.49,,10.83,,12.04,,-77.3,,-74.89,
(주)광림,14200,Dec-13,13.17,,24.21,,21.24,,0.3,,-26.84,,2.04,,178.1,,150.53,
(주)광림,14200,Dec-14,18.4,0,-18.97,0,-10.53,0,-0.93,0,14.48,0,2.26,0,-30.24,0,-42.29,0
(주)광림,14200,Dec-15,21.66,,6.95,,156.31,,3.07,,-7.82,,22.09,,710.82,,-30.56,
(주)광림,14200,Dec-16,3.92,0,-10.61,0,-63.2,0,5,0,-0.63,0,11.52,0,-95.26,0,-87.05,0
(주)광림,14200,Dec-17,143.02,-9.38,396.51,-11.28,13.88,54.85,2.2,-17.95,-24.84,-17.95,95.69,-5.23,19608.62,0,1241.39,-7301.04
(주)광림,14200,Dec-18,-36.04,-9.73,-43.14,-3.65,-24.07,1.04,-8.05,1.64,18.73,15.99,-31.51,-17.97,0,0,-4.39,0
(주)광림,14200,Dec-19,-18.11,34.43,-43.22,52.04,23.51,6.79,-2.07,1.96,1.48,9.89,-49.77,1.97,0,0,73.38,0
(주)광명전기,17040,Dec-11,9.3,6.84,15.72,12.97,-15.07,-10.75,8.09,-5.18,-1.44,-2.59,8.73,5.7,0,0,-31.82,-85.47
(주)광명전기,17040,Dec-12,4.23,5.79,18.25,13.62,36.83,26.88,1.6,-9.46,49.68,26.57,-3.25,2.07,0,0,140.34,744.11
(주)광명전기,17040,Dec-13,1.21,-7.75,7.28,-2.87,13.9,0.54,-3.46,-7.45,-7.77,-11.74,10.26,10.38,0,733.61,136.76,157.45
(주)광명전기,17040,Dec-14,13.56,14.61,19.92,19.7,28.18,14.36,12.72,4.27,19.83,18.28,11.1,12.87,31.64,44.36,21.63,15.58
(주)광명전기,17040,Dec-15,-10.08,-5.14,-17.96,-11.39,-19.69,-13.7,-2.24,-0.05,-26.3,-23.69,5.53,9.42,-50.67,-23.05,-62.61,-25.03
(주)광명전기,17040,Dec-16,16.42,11.72,-1.42,-12.96,4.23,-16.66,-2.14,6.94,-16.47,-29.01,21.13,15.21,353.52,53.06,-0.54,-61.29
(주)광명전기,17040,Dec-17,2.77,3.99,4.09,0.73,8.41,4.76,27.01,81.3,3,8.45,-1.05,-1.56,0,-119.87,-1.68,-39.23
(주)광명전기,17040,Dec-18,-3.66,-0.59,-7.27,-3.91,-7.74,12.36,37.91,13.84,19.12,12.82,3,2.26,0,0,-20.88,48.22
(주)광명전기,17040,Dec-19,13.24,3.22,28.66,24.5,28.94,15.56,-2.28,-33.3,-29.34,-29.79,7.04,8.49,103.31,207.09,146.15,145.15
(주)광무,29480,Dec-11,-27.33,0,-41.17,0,-37.27,0,357.66,0,-24.41,0,-19.99,0,0,0,0,0
(주)광무,29480,Dec-12,-29.91,0,-54.7,0,-19.76,0,-29.27,0,-50.38,0,-25.92,0,0,0,0,0
(주)광무,29480,Dec-13,-51.98,-36.57,-56.81,-39.8,-74.99,-50.13,-11.44,-11.65,-95.49,-32.89,-68.93,-70.22,0,0,0,0
(주)광무,29480,Dec-14,-3.56,,34.87,,280.1,,-20.83,,-7.5,,-25.04,,0,,0,
(주)광무,29480,Dec-15,-24.15,,-44.21,,-54.05,,-6.34,,106.72,,-8.95,,0,,0,
(주)광무,29480,Dec-16,37.65,,124.99,,49.76,,-0.68,,49.82,,3.99,,0,,0,
(주)광무,29480,Dec-17,-0.48,,25.69,,-18.5,,-3.74,,-73.58,,68.28,,0,,-84.58,
(주)광무,29480,Dec-18,-10.13,0,-15.84,0,-3.87,0,1.95,0,51.75,0,-28.46,0,0,0,0,0
(주)광무,29480,Dec-19,119.69,122.08,164.13,127.19,21.91,58.11,-74.63,-53.29,68.56,-11.51,129,131.12,0,0,0,0
(주)광주신세계,37710,Dec-11,16.28,,25.98,,5.69,,-0.88,,34.23,,19.1,,17.89,,16.3,
(주)광주신세계,37710,Dec-12,13.11,,10.3,,-2.65,,23.59,,-6.29,,16.57,,2.85,,-1.21,
(주)광주신세계,37710,Dec-13,52.41,,-91.01,,-3.37,,-4.05,,-4.79,,13.02,,-9.67,,-3.79,
(주)광주신세계,37710,Dec-14,-0.55,,-5.07,,-0.86,,-0.98,,6.79,,9.77,,-13.04,,-7.41,
(주)광주신세계,37710,Dec-15,1.03,,36.43,,0.25,,-0.66,,8.43,,9.53,,8.68,,5.67,
(주)광주신세계,37710,Dec-16,-0.61,,-3.24,,2.48,,-1.72,,6.75,,8.73,,-0.76,,2.33,
(주)광주신세계,37710,Dec-17,-0.07,,2.52,,-0.37,,-0.75,,-1.36,,8.44,,5.03,,0.43,
(주)광주신세계,37710,Dec-18,6.29,,133.14,,-35.5,,-0.97,,-51.31,,7.13,,-5.75,,-11.05,
(주)광주신세계,37710,Dec-19,8.07,,33.1,,14.54,,136.68,,6.45,,6.53,,5.71,,10.05,
(주)구영테크,53270,Dec-11,8.48,4.74,17.06,10.21,2.88,-1.8,-11.54,-5.07,20.03,2.89,4.64,0.85,-74.84,0,-25.23,-34.19
(주)구영테크,53270,Dec-12,15.27,7.82,19.95,12.75,4.68,5.38,22.57,5.36,34.86,23,4.79,0.09,26.82,0,-6.75,45.14
(주)구영테크,53270,Dec-13,-10.87,-7.4,-25.68,-19.07,16.55,10.89,0.25,-1.02,2.41,-5.16,4.98,6.36,-9.02,31.89,-7.78,0.06
(주)구영테크,53270,Dec-14,4.1,4.44,11.64,6.37,1.99,-1.28,-2.09,3.79,6.59,22.12,37.18,34.25,16.64,-0.13,-37.66,-27.42
(주)구영테크,53270,Dec-15,1.2,3.51,1.05,3.01,11.97,0.91,5.91,5.6,-16.2,-9.04,4.42,8.11,140.92,94.33,26.86,13
(주)구영테크,53270,Dec-16,5.97,3.36,-3.95,-7.98,-13.53,-13.82,13.94,7.51,15.3,-0.05,5.36,2.6,22.65,-36.92,16.56,-29.42
(주)구영테크,53270,Dec-17,28.18,12.15,32.06,18.47,-1.36,1.03,49.04,11.41,4.07,1.54,1.45,-3.28,-68.39,-43.82,-26.47,31.21
(주)구영테크,53270,Dec-18,4.95,8.32,-17.13,-5.29,10.27,30.3,26.94,21.13,28.33,57.14,22.84,23.7,215.7,305.87,-45.84,-5.49
(주)구영테크,53270,Dec-19,-3.73,1.97,-13.06,15.51,13.68,18.24,-0.13,-5.99,-7.53,8.89,1.4,5.42,-60.17,-43.49,53.4,-2.6
(주)국동,5320,Dec-11,-25.83,15.08,-15.04,-3.65,-9.5,1.4,-44.58,164.45,-37.54,-15.6,-83.1,0,0,0,0,-38.26
(주)국동,5320,Dec-12,-15.32,-3.45,-20.8,-0.16,-8.56,-10.45,-12.93,-8.63,1.64,-9.13,3,61.64,0,0,0,497.14
(주)국동,5320,Dec-13,12.24,10.99,35.7,23.61,4.58,7.01,63.64,-7.84,22.67,40.62,114.33,63.56,804.19,-22.03,88.57,-18.71
(주)국동,5320,Dec-14,32.84,22.22,47.89,24.28,23.14,25.85,23.16,16.9,-17.57,-0.91,141.04,85.82,97.66,121.95,66.84,83.79
(주)국동,5320,Dec-15,24.07,5.03,-4.36,5.71,-13.09,-8.49,-0.88,7.16,65.51,23.15,56.21,9.03,13.41,-41.16,20.45,-14.71
(주)국동,5320,Dec-16,30,32.39,48.64,30.28,24.26,15.9,-1.92,40.15,13.96,14.46,78.92,65.65,-17.7,18.59,14.62,22.04
(주)국동,5320,Dec-17,-12.73,-14.36,-22.88,-20.31,2.15,-2.92,3.32,-11.01,-16.31,-1.58,-3.57,-17.58,0,-244.44,0,-155.44
(주)국동,5320,Dec-18,7.42,15.83,18.68,26.26,5.23,14.59,6.35,1.02,-9.01,3.9,8.08,13.71,0,0,0,0
(주)국동,5320,Dec-19,19.98,8.6,16.73,6.9,-15.08,1.61,-2.57,-4.77,-5.41,-1.03,30.14,35.08,0,0,0,0
(주)국보,1140,Dec-11,2.09,2.31,11.58,11.94,8.94,10.01,-3.05,-3.12,4.11,4.11,-1.57,-1.29,0,0,-29.54,-32.93
(주)국보,1140,Dec-12,-3.55,-0.38,-8.49,-5.34,-7.71,-6.35,1.75,2.23,10.14,10.14,-6.55,-2.01,0,0,-41.84,-21.4
(주)국보,1140,Dec-13,1.02,-0.18,-2.23,-4.38,-0.17,-4.31,9.46,9.26,0.64,0.64,-12.56,-11.93,0,0,-39.5,-46.48
(주)국보,1140,Dec-14,-7.71,-7.44,-15.11,-15.36,-17.56,-16.7,-2.29,-2.41,-11.09,-11.09,-24.18,-23.9,0,0,0,0
(주)국보,1140,Dec-15,-8.49,-8.7,-14.98,-15.5,-5.11,-6.05,-1.89,-2.09,-37.89,-37.89,-18.45,-18.54,0,0,0,0
(주)국보,1140,Dec-16,-3.33,-2.14,-4.46,-2.66,-8.79,-4.68,-1.88,-1.9,-8.83,-8.83,-22.86,-17.39,0,0,0,0
(주)국보,1140,Dec-17,-9.9,-9.89,-27.7,-28.86,-4,-10.39,-0.72,-0.73,7.62,7.62,21.5,17.3,0,0,0,-2027.47
(주)국보,1140,Dec-18,-34.69,-34.23,-34.84,-36.54,-10.36,-8.57,-58.01,-58.01,-12.53,-12.53,-27.81,-23.97,0,0,0,0
(주)국보,1140,Dec-19,26.03,139.39,49.19,499.18,-12.9,24.51,-56.81,-30.63,-4.47,12147.46,6.05,23.7,0,0,0,0
(주)국보디자인,66620,Dec-11,6.46,2.02,13.4,8.52,19.42,11.37,5.08,4.43,0,0,13.8,11.93,65.76,9.87,99.65,21.2
(주)국보디자인,66620,Dec-12,17.26,15.81,27.25,25.04,-3.85,-8.64,53.47,52.79,0,0,20.24,19.57,30.63,36.75,26.94,22.49
(주)국보디자인,66620,Dec-13,31.32,37.71,30.84,38.38,29.34,36.95,-1.81,-1.92,0,0,11.43,13.96,9.11,32.05,-3.11,12.06
(주)국보디자인,66620,Dec-14,3.05,3.21,4.18,3.98,3.3,7.86,18.53,18.43,0,0,8.48,13.34,-16.1,0.06,-5.65,13.42
(주)국보디자인,66620,Dec-15,2.67,6.88,-2.53,0.12,-0.39,9.2,166.09,167.41,0,0,7.12,12.05,-12.07,-1.59,-30.56,-4.17
(주)국보디자인,66620,Dec-16,16.89,12.31,22.63,20.44,21.54,4.57,7.41,7.26,0,0,6.38,4.35,71.35,-0.28,95.18,-17.77
(주)국보디자인,66620,Dec-17,4.96,3.74,7.56,5.15,37,34.38,-2.36,1.17,0,0,17.56,14.21,18.85,24.24,79.7,120.76
(주)국보디자인,66620,Dec-18,2.17,6.48,0.25,4.95,-11.97,-6.06,-2.39,-5.33,0,0,9.77,9.38,-0.36,3.99,-30.19,-29.09
(주)국보디자인,66620,Dec-19,22.26,27.12,32.91,36.86,2.58,5.8,18.31,17.8,0,0,8.18,13.59,-32.56,14.92,-37.27,-29.8
(주)국순당,43650,Dec-11,-0.43,0,-15.08,0,19.79,0,0.37,0,3.92,0,0.75,0,-64.76,0,-63.42,0
(주)국순당,43650,Dec-12,4.97,0,4.78,0,-7.35,0,-3.36,0,-1.1,0,7.04,0,-9.18,0,19.86,0
(주)국순당,43650,Dec-13,-0.14,4,3.83,15.04,-16.51,-16.45,-4.17,-3.42,-8.92,0.27,-0.17,1.42,-54.19,-15.99,-82.52,-74.49
(주)국순당,43650,Dec-14,1.27,-0.29,2.21,-1.25,-7.25,-7.37,-10.77,-9.58,-12.45,-5.25,0.46,1.25,-14.88,-39.31,-25.77,-24.92
(주)국순당,43650,Dec-15,-1.1,-0.41,-3.9,-2.09,-15.94,-15.7,-4.52,-3.97,-0.83,-3.02,-0.39,0.58,0,0,0,0
(주)국순당,43650,Dec-16,-1.7,-1.65,-13.27,-12.3,-8.71,-10,-7.68,-6.17,-7.2,0.14,-1.57,-1.92,0,0,0,0
(주)국순당,43650,Dec-17,4.38,13.71,5.06,1.63,-12.19,-9.96,-11.93,-10.56,-7.37,-4.14,4.67,14.67,0,0,0,0
(주)국순당,43650,Dec-18,5.94,-1.48,-16.68,-15.86,-12.33,-2.02,17.7,14.99,7.17,4.31,6.13,-2.41,54.06,-127.24,0,0
(주)국순당,43650,Dec-19,-5.07,5.81,-3.19,8.13,-8.8,66.02,-21.94,17.9,-3.7,7.58,-3.23,-5.54,-96.23,0,0,0
(주)국영지앤엠,6050,Dec-11,30.7,,10.06,,1.5,,94.66,,-22.84,,-6.4,,0,,0,
(주)국영지앤엠,6050,Dec-12,-1.35,,-16.25,,2.85,,2.41,,6.03,,40.41,,0,,0,
(주)국영지앤엠,6050,Dec-13,4.83,,18.49,,27.43,,-0.98,,-0.4,,0.84,,-80.27,,0,
(주)국영지앤엠,6050,Dec-14,-6.52,,-9.75,,-7.7,,2.1,,13.53,,1.93,,-58.51,,19.12,
(주)국영지앤엠,6050,Dec-15,8,,23.45,,-22.11,,-2.51,,-25.92,,3.67,,0,,0,
(주)국영지앤엠,6050,Dec-16,3.07,,5.94,,28.3,,0.56,,205.02,,3.24,,0,,0,
(주)국영지앤엠,6050,Dec-17,0.65,,1.42,,22.16,,-0.03,,-21.27,,4.06,,271.36,,466.79,
(주)국영지앤엠,6050,Dec-18,-8.72,,-16.19,,-10.44,,-3.96,,-17.34,,-1.64,,0,,0,
(주)국영지앤엠,6050,Dec-19,13.79,,27.57,,29.68,,1.79,,-2.08,,2.08,,0,,0,
(주)국전약품,307750,Dec-18,,,,,,,,,,,,,,,,
(주)국전약품,307750,Dec-19,,,,,,,,,,,,,,,,
(주)그래디언트,35080,Dec-11,41.22,44.28,-89.98,-35.22,9.8,-4.55,14.56,27.58,0,21.85,-8.22,-9.82,0,0,0,0
(주)그래디언트,35080,Dec-12,-7.58,-4.84,-40.46,-13.6,17.36,5.99,-48.28,20.45,0,-14.32,23.04,20.92,0,0,0,0
(주)그래디언트,35080,Dec-13,-1.85,116.02,-88.02,307.13,-28.79,545.17,-39.18,14.78,0,96.61,-2.27,2.11,0,-39.01,0,240.51
(주)그래디언트,35080,Dec-14,-3.68,20.13,118.25,16.73,-2.35,6.98,36.55,-2.56,0,17.48,4.4,11.42,0,9.79,-47.9,6.84
(주)그래디언트,35080,Dec-15,4.37,9.7,-74.63,17.06,66,12.82,-15.66,-1.87,0,72.45,2.72,1.91,1995.32,52.74,3527.73,27.72
(주)그래디언트,35080,Dec-16,-14.97,-1.57,-58.39,5.81,28.33,8.73,-10.76,0.7,0,-14.8,-9.78,-14.03,0,-577.76,83.74,-24.01
(주)그래디언트,35080,Dec-17,-14.97,-12.97,710.36,-13.12,-24.41,-7.91,16.42,2.85,0,17.02,-15.56,-18.31,0,0,-43.79,-39.77
(주)그래디언트,35080,Dec-18,-1.33,0.28,-16.46,2.61,-1.98,-2.84,-37.86,13.07,0,20.98,-1.07,-3.89,0,0,-1.16,-33.05
(주)그래디언트,35080,Dec-19,-0.98,-1.64,-92.22,-4.37,-28.75,-0.83,1044.37,102.12,0,-48.76,-1.58,-3.71,-6.35,0,-36.47,126.23
(주)그리티,204020,Dec-18,38.51,30.7,49.02,37.56,-5.83,-5.2,-34.54,-31.96,17.59,9.27,35.98,33.64,-22.41,-35.27,-3.4,-20.69
(주)그리티,204020,Dec-19,0.28,-3.76,-9.33,-7.3,3.36,3.2,288.93,240.63,6.3,4.35,1.06,-0.3,-56.36,-64.91,-52.43,-63.78
(주)그린플러스,186230,Dec-19,16.26,13.5,41.66,36.93,-6.28,5.34,0.33,-1.64,-4.45,-4.38,56.64,57.72,10.06,13.6,-16.78,-0.57
(주)글로벌스탠다드테크놀로지,83450,Dec-11,38.76,41.54,35.72,38.31,-11.99,-10.58,195.43,142.83,185.18,171.3,10.99,14.32,-62.08,-51.81,-58.26,-47.57
(주)글로벌스탠다드테크놀로지,83450,Dec-12,-1.34,2.38,-13.8,-6.78,54.38,56.16,28.3,21.61,17.65,19.18,26.65,29.23,134.75,108.99,112.79,91.4
(주)글로벌스탠다드테크놀로지,83450,Dec-13,16.32,16.35,25.5,19.04,25.72,24.95,1.74,11.6,-0.49,-1.79,17.35,17.57,-6.07,-16.98,-0.26,-7.27
